"league_id","season","stage","timeline_id","match_api_id","home_team_api_id","home_team_short_name","away_team_api_id","away_team_short_name","home_team_goal","away_team_goal","home_win","home_loss","home_draw","away_win","away_loss","away_draw","home_goal_diff_0","away_goal_diff_0","home_goal_diff_1","away_goal_diff_1","home_goal_diff_2","away_goal_diff_2","home_goal_diff_3","away_goal_diff_3","home_goal_diff_5","away_goal_diff_5","home_goal_diff_10","away_goal_diff_10","home_goal_diff_total","away_goal_diff_total"
1729,"2008/2009",12,12,489155,8654,"WHU",8668,"EVE",1,3,0,1,0,1,0,0,-2,2,-2,1,-4,-1,-2,-1,2,1,2,1,2,1
1729,"2008/2009",12,12,489156,10252,"AVL",8549,"MID",1,2,0,1,0,1,0,0,-1,1,1,0,1,1,2,-1,4,-3,4,-3,4,-3
1729,"2008/2009",12,12,489157,8456,"MCI",8586,"TOT",1,2,0,1,0,1,0,0,-1,1,3,0,2,-1,8,-3,9,-4,9,-4,9,-4
1729,"2008/2009",12,12,489158,8655,"BLB",8455,"CHE",0,2,0,1,0,1,0,0,-2,2,0,3,-2,8,-1,10,-5,13,-5,13,-5,13
1729,"2008/2009",12,12,489159,9879,"FUL",10261,"NEW",2,1,1,0,0,0,1,0,1,-1,2,-1,2,-1,1,-3,3,-6,3,-6,3,-6
1729,"2008/2009",12,12,489160,8667,"HUL",8559,"BOL",0,1,0,1,0,1,0,0,-1,1,-3,-2,-2,0,-2,-2,-6,-4,-6,-4,-6,-4
1729,"2008/2009",12,12,489161,8528,"WIG",10194,"STK",0,0,0,0,1,0,0,1,0,0,-4,-3,-5,-4,-4,-4,-5,-7,-5,-7,-5,-7
1729,"2008/2009",13,13,489162,10260,"MUN",10194,"STK",5,0,1,0,0,0,1,0,5,-5,1,0,3,-3,7,-4,12,-5,12,-7,12,-7
1729,"2008/2009",13,13,489163,9825,"ARS",10252,"AVL",0,2,0,1,0,1,0,0,-2,2,1,-2,1,2,3,0,5,2,6,1,6,1
1729,"2008/2009",13,13,489164,8654,"WHU",8462,"POR",0,0,0,0,1,0,0,1,0,0,-2,1,-4,0,-6,0,-1,-3,0,-7,0,-7
1729,"2008/2009",13,13,489165,8668,"EVE",8549,"MID",1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2,-4,-1,-5,-2,-5,-2
